,Acceleration,Agility,Awareness,Ball Carrier Vision,Block Shedding,Carrying,Catch In Traffic,Catching,Elusiveness,Finesse Moves,Hit Power,Impact Blocking,Injury,Juke Move,Jumping,Man Coverage,Name,Overall Rating,Pass Block,Play Action,Play Recognition,Position,Power Moves,Press,Pursuit,Release,Route Running,Run Block,Spectacular Catch,Speed,Spin Move,Stamina,Stiff Arm,Strength,Tackle,Team,Throw Accuracy Deep,Throw Accuracy Mid,Throw Accuracy Short,Throw Power,Throw on the Run,Toughness,Trucking,Zone Coverage,Wt,Vertical,Bench,Broad Jump,3Cone,Shuttle,40yd
1678,91,87,50,72,36,68,43,58,73,33,59,45,87,78,88,68,Antonio Hamilton,61,23,6,50,CB,22,65,74,31,32,29,52,90,73,92,44,60,56,Raiders,6,6,6,27,6,79,43,72,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
1681,87,84,53,59,53,66,68,72,66,51,77,64,94,77,69,68,Anthony Cioffi,60,45,6,53,CB,40,63,75,14,23,45,68,87,71,92,31,57,66,Raiders,6,6,6,25,6,87,32,74,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
1684,90,89,46,60,51,64,35,60,54,46,61,48,90,64,92,67,Dexter McDonald,60,45,6,46,CB,42,82,64,45,25,45,50,91,62,86,43,61,45,Raiders,6,6,6,35,6,65,45,72,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
1694,87,89,83,65,51,65,49,77,66,57,74,53,87,75,87,87,Trumaine Johnson,82,45,6,83,CB,43,76,77,20,22,45,76,88,60,94,35,69,70,Rams,6,6,6,14,6,63,45,80,204.0,35.5,19.0,122.0,7.2,4.15,4.5
1699,93,91,79,75,47,54,55,73,77,41,46,53,87,81,95,84,Nickell Robey-Coleman,79,45,15,79,CB,30,65,72,20,20,45,73,89,74,90,25,48,43,Rams,10,10,15,25,15,84,21,76,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
1715,93,88,66,65,45,64,40,59,71,50,70,55,91,74,87,80,Kayvon Webster,73,45,6,66,CB,40,75,75,33,25,45,60,90,70,95,39,58,71,Rams,6,6,6,35,6,88,33,70,195.0,35.0,14.0,125.0,6.922017543859651,4.174310344827583,4.41
1726,88,95,62,61,43,67,47,60,59,27,45,45,89,71,87,69,Troy Hill,66,31,6,62,CB,21,65,71,15,29,31,51,87,66,91,25,65,52,Rams,6,6,6,25,6,77,25,73,180.0,32.5,14.598484848484848,120.0,6.81,4.21,4.55
1727,87,89,60,64,54,60,45,63,65,41,53,45,87,74,87,71,Michael Jordan,66,43,6,60,CB,35,70,73,27,26,44,52,85,69,90,29,68,57,Rams,6,6,6,27,6,73,28,76,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
1732,94,90,49,68,59,64,38,70,66,36,69,46,88,73,86,74,Blake Countess,65,18,6,49,CB,30,71,80,23,20,26,36,88,63,89,40,70,57,Rams,6,6,6,17,6,70,17,76,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
1747,92,87,56,66,52,63,42,63,60,29,77,61,88,69,85,63,Marqui Christian,62,20,6,56,CB,26,64,76,15,15,24,41,88,60,88,54,67,74,Rams,6,6,6,26,6,84,46,71,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
1757,93,84,50,62,38,58,63,72,77,42,52,48,87,85,79,71,Aarion Penton,61,25,6,50,CB,38,65,64,34,43,40,58,86,81,92,37,43,51,Rams,6,6,6,26,6,88,44,75,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
1767,90,91,84,70,52,69,35,76,65,55,70,57,87,65,88,88,Jimmy Smith,86,45,6,84,CB,60,93,80,20,22,45,60,89,65,91,55,73,73,Ravens,6,6,6,14,6,92,55,82,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
1778,92,90,76,70,55,66,51,70,69,41,73,55,91,80,83,82,Tavon Young,80,16,6,76,CB,38,78,80,15,20,22,49,90,62,90,10,64,62,Ravens,6,6,6,17,6,84,16,84,183.0,34.5,9.0,118.0,6.8,3.93,4.46
1779,92,86,80,75,49,60,40,69,50,35,50,54,97,79,88,78,Brandon Carr,79,45,6,80,CB,24,82,76,40,40,45,40,87,74,94,35,56,67,Ravens,6,6,6,35,6,72,35,79,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
1783,93,86,67,68,57,62,46,66,66,42,78,60,89,76,85,76,Marlon Humphrey,76,45,6,67,CB,33,81,81,15,15,45,49,92,61,94,36,72,71,Ravens,6,6,6,22,6,79,29,83,197.0,35.72377622377623,10.0,125.0,6.75,4.174310344827583,4.41
1788,89,92,73,60,45,68,35,55,64,39,44,45,87,72,85,79,Trevin Wade,73,45,6,73,CB,29,64,68,35,32,45,32,87,69,94,32,68,54,Ravens,6,6,6,40,6,54,25,72,192.0,34.5,18.0,116.0,6.87,4.0,4.52
1794,93,87,64,77,35,65,35,62,85,37,56,44,72,82,90,80,Brandon Boykin,71,45,6,64,CB,29,65,60,40,40,45,44,89,76,92,36,52,59,Ravens,6,6,6,36,6,77,30,71,182.0,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.44
1821,89,90,55,64,48,62,43,67,65,35,73,48,88,72,87,65,Maurice Canady,64,17,6,55,CB,28,71,75,27,26,24,46,89,61,88,29,68,69,Ravens,6,6,6,26,6,80,28,77,193.0,38.0,16.0,124.0,7.03,4.09,4.49
1827,88,88,47,60,48,53,57,60,65,42,54,47,88,71,86,71,Robertson Daniel,61,30,16,47,CB,54,79,69,51,55,51,55,91,63,87,61,71,55,Ravens,12,15,19,27,18,78,48,72,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
1828,87,85,47,59,47,58,55,65,60,28,39,45,82,69,90,79,Sheldon Price,61,45,6,47,CB,25,79,52,15,20,45,65,89,64,92,21,46,46,Ravens,6,6,6,27,6,69,25,67,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
1837,89,92,95,58,58,64,48,82,67,49,67,57,97,82,85,87,Josh Norman,90,45,6,95,CB,45,88,84,33,25,47,81,88,73,94,31,68,66,Redskins,6,6,6,35,6,87,28,89,197.0,33.0,14.0,124.0,7.09,4.23,4.61
1859,90,91,79,65,48,59,44,73,54,45,55,49,89,70,85,78,Bashaud Breeland,75,45,6,79,CB,40,80,77,20,10,45,50,87,66,93,35,54,63,Redskins,6,6,6,20,6,69,30,65,197.0,34.5,11.0,123.0,7.04,4.33,4.62
1867,93,86,67,70,49,63,57,69,67,37,58,50,84,78,87,74,Kendall Fuller,73,19,6,67,CB,30,82,77,27,26,27,59,90,63,88,29,67,67,Redskins,6,6,6,27,6,80,28,77,187.0,35.72377622377623,15.0,122.47142857142858,6.922017543859651,4.174310344827583,4.48
1871,93,90,63,68,54,59,58,64,63,38,67,46,85,72,90,71,Fabian Moreau,72,45,6,63,CB,31,81,76,22,28,45,56,94,68,93,37,71,64,Redskins,6,6,6,25,6,77,29,78,206.0,38.0,14.598484848484848,136.0,6.94,4.12,4.35
1873,95,87,66,63,54,59,61,72,72,32,35,45,89,72,85,70,Quinton Dunbar,71,45,6,66,CB,30,77,74,25,68,45,63,91,66,90,37,64,50,Redskins,6,6,6,37,6,77,36,78,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
1886,90,93,61,58,32,69,43,73,62,30,41,45,89,72,94,75,Dashaun Phillips,67,41,6,61,CB,24,65,59,15,24,41,45,90,70,91,25,67,46,Redskins,6,6,6,25,6,89,25,69,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
1894,93,89,53,67,47,59,61,64,63,36,73,46,83,71,84,69,Joshua Holsey,64,45,6,53,CB,25,69,69,22,26,45,55,90,62,89,36,65,59,Redskins,6,6,6,27,6,77,38,75,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
1922,89,88,77,60,56,60,39,70,60,30,68,53,78,67,87,85,Delvin Breaux,79,45,6,77,CB,27,83,82,15,15,45,49,90,62,91,25,66,65,Saints,6,6,6,22,6,79,24,76,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
1930,94,91,63,70,56,61,54,66,77,44,67,55,75,80,91,84,Marshon Lattimore,76,45,6,63,CB,32,83,79,20,34,45,51,94,73,93,33,71,68,Saints,6,6,6,22,6,71,23,74,193.0,38.5,14.598484848484848,132.0,6.922017543859651,4.174310344827583,4.36
1931,92,87,76,49,53,59,39,64,66,57,62,54,92,78,87,81,Sterling Moore,76,45,6,76,CB,44,70,73,40,32,45,45,86,75,90,50,64,60,Saints,6,6,6,36,6,74,28,76,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
1940,95,85,61,71,43,61,55,63,62,54,74,51,90,74,91,80,P.J. Williams,74,45,6,61,CB,61,79,78,30,30,45,62,90,72,88,35,67,70,Saints,6,6,6,39,6,85,25,82,194.0,40.0,12.0,132.0,7.08,4.28,4.57
1951,92,89,66,62,43,56,51,51,69,37,62,48,90,72,86,80,Ken Crawley,71,35,6,66,CB,28,66,71,22,24,35,52,91,67,92,42,58,56,Saints,6,6,6,29,6,79,43,71,187.0,36.5,14.598484848484848,119.0,6.922017543859651,4.174310344827583,4.43
1962,89,85,63,67,46,58,52,65,65,66,55,50,84,74,83,72,Damian Swann,68,45,6,63,CB,45,77,63,15,20,45,60,89,65,91,25,54,45,Saints,6,6,6,27,6,84,25,78,189.0,33.0,14.598484848484848,118.0,6.922017543859651,4.174310344827583,4.5
1966,92,92,47,60,36,62,54,58,75,35,39,45,93,72,90,73,De'Vante Harris,63,45,6,47,CB,30,71,68,32,25,45,60,88,66,90,30,59,54,Saints,6,6,6,35,6,65,24,76,176.0,38.5,14.598484848484848,124.0,6.82,4.06,4.56
1969,89,81,59,60,35,40,40,64,64,35,40,45,86,74,80,71,Taveze Calhoun,62,45,6,59,CB,25,65,60,45,24,45,52,87,65,89,38,59,45,Saints,6,6,6,36,6,65,36,66,192.0,33.5,14.0,122.47142857142858,6.922017543859651,4.174310344827583,4.58
1985,90,96,91,85,58,66,64,85,74,55,72,59,96,77,98,85,Richard Sherman,90,45,6,91,CB,35,98,84,48,39,45,81,88,75,99,50,79,68,Seahawks,6,6,6,12,6,94,51,89,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
1993,92,87,82,54,53,55,20,68,66,27,52,48,93,79,88,85,Tramaine Brock,81,45,6,82,CB,25,83,82,12,20,45,20,88,70,90,15,64,59,Seahawks,6,6,6,21,6,70,10,76,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
1998,88,84,82,57,59,65,54,61,40,45,73,53,90,59,90,76,DeShawn Shead,79,45,15,82,CB,55,76,79,15,20,45,49,87,50,84,45,76,72,Seahawks,10,10,15,30,15,75,61,82,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
2001,88,88,76,60,53,60,40,68,71,31,72,54,90,72,96,77,Jeremy Lane,76,45,6,76,CB,29,75,65,15,15,45,44,88,62,93,25,53,62,Seahawks,6,6,6,22,6,66,16,77,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
2021,93,90,63,74,46,64,65,76,66,42,47,51,93,66,92,71,Pierre Desir,70,45,6,63,CB,32,80,63,30,25,45,75,88,65,87,35,55,54,Seahawks,6,6,6,35,6,69,33,76,198.0,35.0,11.0,133.0,6.86,4.3,4.59
2022,92,87,59,71,56,67,68,68,63,37,67,58,92,80,91,71,Shaquill Griffin,70,45,6,59,CB,28,80,78,19,24,45,66,92,73,89,48,70,68,Seahawks,6,6,6,14,6,80,36,79,194.0,38.5,17.0,132.0,6.87,4.14,4.38
2043,88,91,50,58,35,61,51,62,60,45,50,45,86,74,95,72,DeAndre Elliott,64,45,6,50,CB,35,77,67,45,24,45,52,89,65,89,38,65,54,Seahawks,6,6,6,36,6,78,36,78,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
2046,89,87,54,55,44,64,22,54,45,42,35,47,92,65,90,75,Neiko Thorpe,64,45,6,54,CB,28,69,75,25,25,45,35,90,70,89,10,49,58,Seahawks,6,6,6,20,6,74,15,70,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
2063,90,83,88,75,68,60,30,64,55,65,69,56,93,84,85,77,William Gay,84,45,6,88,CB,49,85,85,30,30,45,40,88,70,92,20,65,73,Steelers,6,6,6,35,6,83,25,87,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
2071,93,87,82,60,56,65,51,70,64,45,66,56,93,74,92,75,Ross Cockrell,80,45,6,82,CB,35,80,78,45,24,45,52,90,65,91,38,57,57,Steelers,6,6,6,36,6,79,36,82,191.0,36.5,10.0,122.0,7.28,4.32,4.56
2074,92,88,73,64,42,60,45,63,65,41,53,45,87,74,87,81,Artie Burns,78,43,6,73,CB,35,73,70,27,26,44,52,91,69,90,29,61,58,Steelers,6,6,6,27,6,73,28,81,193.0,31.5,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.46
2091,91,94,64,72,34,64,64,74,74,24,42,45,81,80,83,75,Senquez Golson,71,29,6,64,CB,20,66,64,37,31,30,81,90,74,90,23,69,43,Steelers,15,20,25,45,25,78,29,82,176.0,33.5,15.0,120.0,6.81,4.2,4.46
2094,91,92,70,60,55,65,33,49,71,48,42,46,95,75,89,74,Coty Sensabaugh,71,45,6,70,CB,35,65,73,15,20,45,35,90,73,92,22,52,41,Steelers,6,6,6,17,6,66,25,76,189.0,37.0,15.0,122.0,6.6,4.06,4.33
2098,90,92,62,75,48,62,64,69,73,36,59,49,88,86,82,81,Cameron Sutton,70,45,6,62,CB,29,68,69,20,26,45,62,88,68,93,33,69,58,Steelers,6,6,6,24,6,79,31,72,188.0,34.0,11.0,120.0,6.81,4.174310344827583,4.52
2109,93,93,51,67,49,59,64,66,60,37,68,47,90,71,83,76,Brian Allen,65,45,6,51,CB,28,82,68,20,26,45,69,91,65,87,39,70,50,Steelers,6,6,6,38,6,75,27,70,215.0,34.5,15.0,117.0,6.64,4.34,4.48
2115,89,89,51,74,31,65,55,70,72,32,33,45,84,75,83,79,JaCorey Shepherd,64,45,6,51,CB,29,67,66,45,29,45,78,88,65,88,29,69,42,Steelers,6,6,6,25,6,69,33,76,199.0,35.72377622377623,14.0,122.47142857142858,6.922017543859651,4.174310344827583,4.62
2134,88,88,87,60,52,60,40,74,42,41,43,56,86,85,92,84,Johnathan Joseph,83,45,6,87,CB,20,74,76,15,30,45,60,89,73,96,15,54,59,Texans,6,6,6,27,6,68,25,78,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
2138,89,92,78,70,47,55,45,70,64,40,64,53,89,70,92,85,Kevin Johnson,80,45,6,78,CB,35,77,78,12,20,45,55,88,60,92,25,63,64,Texans,6,6,6,25,6,82,31,78,188.0,41.5,14.598484848484848,130.0,6.79,3.89,4.52
2142,89,82,83,70,48,50,39,77,37,39,55,52,90,80,81,73,Kareem Jackson,78,40,1,83,CB,50,84,73,10,25,40,59,89,70,85,10,60,62,Texans,1,1,1,22,1,67,20,82,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
2168,89,89,62,65,51,60,60,73,62,52,54,47,90,70,87,78,Robert Nelson Jr,69,45,15,62,CB,44,67,67,15,20,45,64,90,65,89,35,58,62,Texans,10,10,15,30,15,75,49,72,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
2172,91,89,66,79,42,62,55,71,84,33,60,45,82,76,89,70,Marcus Roberson,68,45,6,66,CB,31,68,77,40,35,45,64,86,74,88,35,46,44,Texans,6,6,6,36,6,76,29,78,191.0,37.5,8.0,120.0,6.84,4.08,4.61
2176,90,90,56,68,57,59,62,63,62,42,67,56,86,69,76,77,Treston DeCoud,66,45,6,56,CB,30,78,77,30,25,45,57,87,63,92,35,55,67,Texans,6,6,6,35,6,73,33,74,206.0,31.0,11.0,116.0,6.922017543859651,4.174310344827583,4.62
2190,92,80,52,53,41,56,52,54,65,52,48,45,89,62,84,68,Denzel Rice,62,45,6,52,CB,40,79,64,40,21,45,50,87,61,88,35,67,49,Texans,6,6,6,31,6,70,28,77,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
2191,94,88,48,45,53,53,53,58,70,50,56,45,88,79,87,69,Dee Virgin,62,35,6,48,CB,43,73,66,48,38,40,58,90,74,89,48,63,55,Texans,6,6,6,27,6,77,53,73,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
2206,91,87,85,62,47,66,54,73,60,48,67,58,94,72,83,86,Logan Ryan,86,45,6,85,CB,36,84,75,45,40,45,60,88,69,93,45,58,75,Titans,6,6,6,36,6,85,45,87,191.0,32.5,14.0,116.0,6.69,4.06,4.56
2224,92,87,78,66,40,46,49,68,72,33,46,52,88,70,88,79,Brice McCain,78,45,6,78,CB,29,70,69,34,25,45,55,90,75,94,30,48,50,Titans,6,6,6,18,6,71,10,81,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
2231,94,94,63,84,49,68,70,74,82,34,52,48,88,84,86,78,Adoree' Jackson,74,45,6,63,CB,26,67,76,59,62,45,74,92,74,93,58,57,66,Titans,6,6,6,10,6,78,34,82,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
2242,87,89,61,68,40,55,45,66,65,30,71,45,89,72,88,83,LeShaun Sims,68,17,6,61,CB,28,71,70,27,26,24,47,88,69,90,29,63,41,Titans,6,6,6,27,6,77,28,70,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
2246,91,90,57,75,37,60,53,66,74,35,42,45,90,74,86,70,D'Joun Smith,67,45,6,57,CB,32,78,70,35,24,45,56,92,70,88,30,71,50,Titans,6,6,6,25,6,65,21,76,187.0,36.0,18.0,124.0,6.96,4.26,4.37
2255,90,86,52,68,48,67,51,68,76,29,58,51,90,74,91,70,Kalan Reed,64,18,6,52,CB,26,68,69,15,55,26,70,89,67,91,32,59,56,Titans,6,6,6,22,6,81,18,77,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
2268,88,84,49,60,51,48,50,52,64,36,58,44,89,67,66,69,Jeremy Boykins,59,45,6,49,CB,28,66,68,20,26,45,45,89,59,90,29,48,62,Titans,6,6,6,26,6,78,27,72,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
2274,90,90,87,70,57,65,55,71,65,64,70,59,88,72,96,91,Xavier Rhodes,88,45,6,87,CB,55,92,79,45,25,45,70,91,60,92,45,71,58,Vikings,6,6,6,35,6,84,50,84,210.0,40.5,14.0,132.0,6.922017543859651,4.174310344827583,4.43
2279,86,85,92,80,66,69,20,72,65,40,65,56,89,85,87,88,Terence Newman,85,45,6,92,CB,22,68,85,15,35,45,45,87,72,94,15,51,63,Vikings,6,6,6,12,6,72,10,84,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
2298,92,86,74,64,49,54,66,71,65,40,40,46,88,71,88,79,Trae Waynes,75,45,6,74,CB,48,76,75,35,25,45,73,94,67,93,35,70,49,Vikings,6,6,6,25,6,82,10,69,186.0,38.0,19.0,122.0,7.06,4.39,4.31
2299,91,90,66,64,46,57,44,54,65,28,60,45,89,71,88,82,Mackensie Alexander,73,17,6,66,CB,24,81,80,27,26,26,40,90,69,90,29,63,46,Vikings,6,6,6,27,6,73,28,76,190.0,35.72377622377623,11.0,122.47142857142858,6.922017543859651,4.174310344827583,4.43
2311,95,93,67,77,43,70,50,61,89,25,39,45,88,87,94,74,Marcus Sherels,70,45,6,67,CB,21,64,57,46,35,45,55,90,75,87,35,47,41,Vikings,6,6,6,10,6,60,15,68,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
2329,90,87,55,66,56,64,43,49,70,35,48,45,85,69,78,73,Jabari Price,65,45,6,55,CB,36,65,74,15,20,45,45,90,73,90,22,65,55,Vikings,6,6,6,17,6,71,24,79,200.0,35.72377622377623,16.0,122.47142857142858,7.04,4.3,4.45
2347,88,96,95,55,59,60,48,79,70,35,60,45,92,64,90,94,Chris Harris Jr.,93,45,6,95,CB,32,80,77,30,33,45,38,91,60,95,33,52,60,Broncos,6,6,6,35,6,86,19,93,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
2349,92,89,94,75,63,71,50,77,70,57,66,45,88,88,87,90,Darrelle Revis,91,45,6,94,CB,45,97,79,30,20,45,55,89,84,98,30,63,63,Jets,6,6,6,30,6,65,36,86,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
2350,92,93,86,81,46,64,55,73,82,49,74,45,92,84,88,92,Darius Slay,90,45,6,86,CB,40,75,78,40,40,45,65,93,81,94,43,54,58,Lions,6,6,6,36,6,67,39,92,192.0,35.5,14.0,124.0,6.9,4.21,4.36
2360,89,88,88,45,40,64,58,69,74,26,50,45,90,83,90,87,Sam Shields,86,45,6,88,CB,23,75,71,46,48,45,72,94,77,95,32,50,48,Packers,6,6,6,10,6,65,15,85,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
2397,89,88,86,70,47,75,50,73,60,40,44,45,93,86,90,81,Tramon Williams,80,45,6,86,CB,32,75,70,12,15,45,55,84,80,96,25,54,47,Browns,6,6,6,25,6,77,35,78,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
2402,86,89,82,58,51,65,52,73,70,43,45,45,93,72,96,80,Bene Benwikere,80,45,6,82,CB,35,84,76,30,25,45,54,87,70,92,21,52,56,Panthers,6,6,6,35,6,70,25,83,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
2419,91,88,87,87,51,70,50,67,32,62,74,45,90,87,86,69,Brandon Flowers,78,45,6,87,CB,52,82,77,50,50,45,45,86,80,94,38,60,63,Chargers,6,6,6,40,6,80,45,79,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
2426,87,92,83,88,47,66,55,74,86,38,44,45,92,89,93,77,Perrish Cox,78,45,6,83,CB,31,71,67,12,25,45,70,86,82,90,35,42,54,Titans,6,6,6,28,6,68,39,81,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
2452,89,86,82,45,64,45,45,71,50,30,50,45,90,65,87,70,Jerraud Powers,76,45,6,82,CB,29,76,74,15,20,45,62,87,65,94,20,57,58,Ravens,6,6,6,17,6,55,10,79,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
2459,89,85,76,51,36,60,35,69,55,65,71,45,93,65,84,81,Keenan Lewis,75,45,6,76,CB,59,87,80,20,22,45,40,85,56,89,25,66,66,Saints,6,6,6,10,6,84,10,69,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
2462,91,91,65,81,43,65,60,75,76,44,45,45,95,83,87,77,Justin Gilbert,74,45,6,65,CB,35,74,64,24,19,45,70,93,72,94,39,63,53,Browns,6,6,6,26,6,84,25,82,202.0,35.5,20.0,126.0,6.92,4.174310344827583,4.37
2467,92,88,70,70,65,55,45,68,74,39,72,45,97,74,90,77,Dwayne Gratz,74,45,6,70,CB,35,85,79,12,20,45,39,88,64,94,36,64,73,Jaguars,6,6,6,25,6,87,33,70,201.0,38.0,22.0,125.0,6.7,4.15,4.47
2473,88,86,82,54,64,55,35,76,50,63,47,45,88,70,87,67,Kyle Arrington,74,45,10,82,CB,49,75,78,20,10,45,40,86,66,92,22,57,59,Ravens,10,10,10,20,10,65,30,76,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
2477,89,91,67,72,33,56,55,53,73,52,49,45,96,78,87,83,Kyle Wilson,74,45,6,67,CB,60,82,65,20,25,45,75,87,72,92,35,64,56,Saints,6,6,6,12,6,93,40,78,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
2481,88,93,68,87,44,66,20,58,88,37,65,45,92,93,84,77,Javier Arenas,73,45,6,68,CB,28,65,77,15,10,45,25,86,86,91,25,59,64,Bills,6,6,6,13,6,88,22,83,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
2486,91,87,74,82,36,53,50,66,75,41,45,45,89,83,88,76,Leodis McKelvin,73,45,6,74,CB,24,52,73,30,45,45,63,88,81,96,25,52,56,Eagles,6,6,6,35,6,78,35,75,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
2491,93,86,70,45,50,65,20,60,48,29,59,45,94,72,95,78,Demetrius McCray,73,45,6,70,CB,20,84,71,15,15,45,35,86,75,91,10,42,59,Jaguars,6,6,6,26,6,67,10,70,187.0,36.0,4.0,126.0,7.17,4.32,4.54
2503,83,85,80,50,43,59,55,77,45,44,73,45,88,66,89,68,Brandon Browner,73,45,6,80,CB,60,85,74,15,15,45,52,85,62,93,49,69,64,Seahawks,6,6,6,29,6,72,55,76,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
2506,91,87,79,85,54,72,45,68,50,39,40,45,76,87,90,76,Tracy Porter,72,45,6,79,CB,29,49,58,40,40,45,45,88,84,94,32,47,45,Bears,6,6,6,40,6,57,30,66,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
2512,91,85,70,70,53,68,40,61,45,25,44,45,92,80,93,74,Mike Jenkins,72,45,6,70,CB,32,85,67,30,40,45,40,88,70,93,25,59,49,Cardinals,6,6,6,35,6,82,35,73,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
